Croydon 044,E02000237,1535.7
Croydon 045,E02006788,5461.4
Croydon 046,E02006987,10263.1
Croydon 047,E02006988,9210.3
Ealing 001,E02000238,7024.2
Ealing 002,E02000239,3839.5
Ealing 003,E02000240,6489.3
Ealing 004,E02000241,5667.1
Ealing 005,E02000242,7749.0
Ealing 006,E02000243,3064.3
Ealing 007,E02000244,4390.6
Ealing 008,E02000245,5622.8
Ealing 009,E02000246,4598.5
Ealing 010,E02000247,7978.7
Ealing 011,E02000248,4468.2
Ealing 012,E02000249,6553.5
Ealing 013,E02000250,6499.2
Ealing 014,E02000251,8795.9
Ealing 015,E02000252,3828.6
Ealing 016,E02000253,8945.8
Ealing 017,E02000254,8846.3
Ealing 018,E02000255,6369.6
Ealing 019,E02000256,8376.4
Ealing 021,E02000258,6683.1
Ealing 022,E02000259,5151.4
Ealing 023,E02000260,9057.2
Ealing 024,E02000261,9698.7
Ealing 025,E02000262,13214.6
Ealing 026,E02000263,11096.2
Ealing 027,E02000264,5912.2
Ealing 028,E02000265,11080.2
Ealing 029,E02000266,3390.4
Ealing 030,E02000267,10814.8
Ealing 031,E02000268,6975.3
Ealing 032,E02000269,9226.2
Ealing 033,E02000270,12064.5
Ealing 034,E02000271,9295.2
Ealing 035,E02000272,5599.8
Ealing 038,E02000275,6968.0
Ealing 039,E02000276,8035.4
Ealing 040,E02006791,11038.8
Ealing 041,E02006968,5705.8
Ealing 042,E02006969,8954.6
Ealing 043,E02006970,15127.7
Ealing 044,E02006971,8731.6
Enfield 001,E02000277,7186.2
Enfield 002,E02000278,7177.1
Enfield 003,E02000279,4724.1
Enfield 004,E02000280,554.7
Enfield 005,E02000281,5087.2
Enfield 006,E02000282,7877.0
Enfield 007,E02000283,7486.4
Enfield 008,E02000284,6814.5
Enfield 009,E02000285,6742.1
Enfield 010,E02000286,4235.4
Enfield 011,E02000287,829.5
Enfield 012,E02000288,6039.9
Enfield 013,E02000289,1991.7
Enfield 014,E02000290,1368.7
Enfield 015,E02000291,8780.8
Enfield 016,E02000292,5236.1
Enfield 017,E02000293,2963.1
Enfield 018,E02000294,6245.2
Enfield 019,E02000295,5363.5
Enfield 020,E02000296,5739.1
Enfield 021,E02000297,5799.8
Enfield 022,E02000298,4126.5
Enfield 023,E02000299,10825.4
Enfield 024,E02000300,11396.4
Enfield 025,E02000301,5611.7
Enfield 026,E02000302,5485.4
Enfield 027,E02000303,6735.6
Enfield 028,E02000304,4673.4
Enfield 029,E02000305,9238.3
Enfield 030,E02000306,4372.4
Enfield 031,E02000307,9143.7
Enfield 032,E02000308,7634.4
Enfield 033,E02000309,7239.6
Enfield 035,E02000311,7441.1
Enfield 036,E02000312,8626.3
Enfield 037,E02006793,9733.6
Greenwich 001,E02000313,8880.5
Greenwich 002,E02000314,4429.6
Greenwich 003,E02000315,8274.1
Greenwich 005,E02000317,11584.2
Greenwich 006,E02000318,10014.5
Greenwich 007,E02000319,11482.6
Greenwich 008,E02000320,4822.6
Greenwich 009,E02000321,12403.2
Greenwich 011,E02000323,16893.5
Greenwich 012,E02000324,6035.3
Greenwich 014,E02000326,10679.3
Greenwich 015,E02000327,3563.9
Greenwich 016,E02000328,7432.1
Greenwich 017,E02000329,3591.6
Greenwich 019,E02000331,8295.6
Greenwich 020,E02000332,3694.1
Greenwich 021,E02000333,4948.9
Greenwich 022,E02000334,4791.8
Greenwich 023,E02000335,5158.0
Greenwich 025,E02000337,6062.0
Greenwich 027,E02000339,5006.8
Greenwich 028,E02000340,2104.4
Greenwich 029,E02000341,4462.5
Greenwich 030,E02000342,4652.2
Greenwich 031,E02000343,5607.5
Greenwich 032,E02000344,4977.6
Greenwich 033,E02006786,6075.6
Greenwich 034,E02006927,4904.4
Greenwich 035,E02006928,22365.5
Greenwich 037,E02006930,11345.9
Greenwich 038,E02006931,4745.2
Greenwich 039,E02006991,14760.6
Greenwich 040,E02006992,4853.4
Greenwich 041,E02006993,9852.2
Greenwich 042,E02006994,5305.9
Hackney 001,E02000345,13394.9
Hackney 002,E02000346,16131.1
Hackney 003,E02000347,11888.3
Hackney 004,E02000348,14511.3
Hackney 006,E02000350,18077.7
Hackney 007,E02000351,17770.8
Hackney 008,E02000352,8850.0
Hackney 009,E02000353,13897.2
Hackney 010,E02000354,12111.2
Hackney 011,E02000355,12488.9
Hackney 012,E02000356,17436.8
Hackney 013,E02000357,4495.6
Hackney 014,E02000358,17988.6
Hackney 015,E02000359,15335.5
Hackney 016,E02000360,21076.5
Hackney 017,E02000361,13557.7
Hackney 018,E02000362,5373.2
Hackney 019,E02000363,19916.2
Hackney 020,E02000364,13870.6
Hackney 022,E02000366,12943.7
Hackney 023,E02000367,14100.1
Hackney 024,E02000368,15622.7
Hackney 025,E02000369,20695.1
Hackney 026,E02000370,18158.2
Hackney 028,E02006918,16184.2
Hackney 029,E02006921,17508.3
Hackney 030,E02007108,16214.5
Hackney 031,E02007109,12726.1
Hackney 032,E02007110,20912.7
Hackney 033,E02007111,9203.3
Hammersmith and Fulham 001,E02000372,2901.9
Hammersmith and Fulham 002,E02000373,17236.0
Hammersmith and Fulham 003,E02000374,13942.3
Hammersmith and Fulham 004,E02000375,9992.0
Hammersmith and Fulham 005,E02000376,16343.9
Hammersmith and Fulham 006,E02000377,17572.1
Hammersmith and Fulham 007,E02000378,21858.6
Hammersmith and Fulham 008,E02000379,10887.1
Hammersmith and Fulham 009,E02000380,15634.4
Hammersmith and Fulham 010,E02000381,13798.8
Hammersmith and Fulham 011,E02000382,10022.7
Hammersmith and Fulham 012,E02000383,14093.9
Hammersmith and Fulham 013,E02000384,10560.8
Hammersmith and Fulham 014,E02000385,14045.5
Hammersmith and Fulham 015,E02000386,17334.2
Hammersmith and Fulham 016,E02000387,14767.2
Hammersmith and Fulham 017,E02000388,16284.8
Hammersmith and Fulham 018,E02000389,13776.9
Hammersmith and Fulham 019,E02000390,17812.0
Hammersmith and Fulham 020,E02000391,11402.2
Hammersmith and Fulham 021,E02000392,16682.9
Hammersmith and Fulham 022,E02000393,16779.0
Hammersmith and Fulham 023,E02000394,14096.3
Hammersmith and Fulham 024,E02000395,5828.6
Hammersmith and Fulham 025,E02000396,11042.1
Haringey 001,E02000397,14022.0
Haringey 002,E02000398,6312.1
Haringey 004,E02000400,5988.5
Haringey 005,E02000401,9194.9
Haringey 006,E02000402,6809.0
Haringey 007,E02000403,8827.4
Haringey 008,E02000404,11091.9
Haringey 009,E02000405,3633.0
Haringey 010,E02000406,14704.2
Haringey 011,E02000407,14566.2
Haringey 012,E02000408,15936.7
Haringey 013,E02000409,8730.9
Haringey 014,E02000410,8533.4
Haringey 015,E02000411,8199.8
Haringey 016,E02000412,9491.9
Haringey 017,E02000413,6366.2
Haringey 018,E02000414,17296.0
Haringey 019,E02000415,10282.6
Haringey 020,E02000416,13445.2
Haringey 021,E02000417,6187.2
Haringey 022,E02000418,7615.0
Haringey 023,E02000419,13601.1
Haringey 024,E02000420,13836.8
Haringey 025,E02000421,10857.3
Haringey 026,E02000422,13750.0
Haringey 027,E02000423,12449.5
Haringey 028,E02000424,10139.6
Haringey 029,E02000425,15099.8
Haringey 030,E02000426,2912.3
Haringey 031,E02000427,6166.7
Haringey 032,E02000428,14136.8
Haringey 033,E02000429,6927.4
Haringey 034,E02000430,10516.6
Haringey 035,E02000431,9599.5
Haringey 036,E02000432,11420.0
Haringey 037,E02006794,11949.8
Harrow 001,E02000433,1361.2
Harrow 002,E02000434,5017.6
Harrow 003,E02000435,4533.7
Harrow 004,E02000436,1219.4
Harrow 005,E02000437,6272.4
Harrow 006,E02000438,4880.9
Harrow 007,E02000439,8710.9
Harrow 008,E02000440,6423.9
Harrow 009,E02000441,3202.6
Harrow 010,E02000442,8409.2
Harrow 011,E02000443,10987.6
Harrow 012,E02000444,7964.0
Harrow 013,E02000445,9410.9
Harrow 015,E02000447,3856.9
Harrow 016,E02000448,4109.5
Harrow 017,E02000449,9033.0
Harrow 019,E02000451,4196.5
Harrow 020,E02000452,8450.1
Harrow 021,E02000453,8109.5
Harrow 022,E02000454,4684.1
Harrow 023,E02000455,9470.8
Harrow 024,E02000456,8453.6
Harrow 025,E02000457,6085.3
Harrow 027,E02000459,7774.3
Harrow 028,E02000460,8443.4
Harrow 029,E02000461,2738.3
Harrow 030,E02000462,6985.5
Harrow 031,E02000463,9371.4
Harrow 032,E02006795,8560.0
Harrow 033,E02006882,6763.8
Havering 001,E02000464,1324.3
Havering 002,E02000465,3337.3
Havering 003,E02000466,1444.7
Havering 004,E02000467,8433.6
Havering 005,E02000468,2113.0
Havering 006,E02000469,4248.9
Havering 007,E02000470,1446.5
Havering 008,E02000471,3653.8
Havering 009,E02000472,6167.9
Havering 010,E02000473,3674.7
Havering 011,E02000474,4161.0
Havering 012,E02000475,3430.1
Havering 013,E02000476,5976.6
Havering 014,E02000477,5450.7
Havering 015,E02000478,2404.1
Havering 016,E02000479,6871.5
Havering 017,E02000480,4100.7
Havering 018,E02000481,672.5
Havering 019,E02000482,2327.9
Havering 020,E02000483,4991.9
Havering 021,E02000484,4588.8
Havering 022,E02000485,4048.3
Havering 023,E02000486,5771.8
Havering 024,E02000487,614.3
Havering 025,E02000488,4144.7
Havering 026,E02000489,3321.9
Havering 027,E02000490,4128.0
Havering 028,E02000491,2216.4
Havering 029,E02000492,486.3
Havering 030,E02000493,5226.1
Hillingdon 001,E02000494,1279.2
Hillingdon 002,E02000495,3819.1
Hillingdon 003,E02000496,512.4
Hillingdon 004,E02000497,3523.6
Hillingdon 005,E02000498,2032.3
Hillingdon 006,E02000499,4803.3
Hillingdon 007,E02000500,2856.6
Hillingdon 008,E02000501,5899.3
Hillingdon 009,E02000502,2143.3
Hillingdon 010,E02000503,6296.6
Hillingdon 011,E02000504,2494.5
Hillingdon 013,E02000506,1451.3
Hillingdon 014,E02000507,3066.5
Hillingdon 015,E02000508,4350.0
Hillingdon 016,E02000509,5241.1
Hillingdon 017,E02000510,4277.7
Hillingdon 018,E02000511,4158.6
Hillingdon 019,E02000512,6269.0
Hillingdon 020,E02000513,6633.6
Hillingdon 021,E02000514,8900.9
Hillingdon 022,E02000515,4216.5
Hillingdon 023,E02000516,5224.5
Hillingdon 024,E02000517,6767.1
Hillingdon 025,E02000518,3817.4
Hillingdon 026,E02000519,5259.0
Hillingdon 027,E02000520,3224.6
Hillingdon 028,E02000521,5374.9
Hillingdon 029,E02000522,6100.1
Hillingdon 030,E02000523,6906.9
Hillingdon 031,E02000524,367.4
Hillingdon 032,E02000525,2473.7
Hillingdon 033,E02006796,2254.1
Hounslow 001,E02000526,9345.6
Hounslow 004,E02000529,8221.4
Hounslow 005,E02000530,2981.8
Hounslow 006,E02000531,4527.3
Hounslow 007,E02000532,3920.0
Hounslow 008,E02000533,7912.2
Hounslow 009,E02000534,1758.6
Hounslow 010,E02000535,6485.6
Hounslow 011,E02000536,6749.1
Hounslow 012,E02000537,5214.2
Hounslow 013,E02000538,4291.5
Hounslow 014,E02000539,7425.6
Hounslow 015,E02000540,9666.7
Hounslow 016,E02000541,10069.2
Hounslow 017,E02000542,11762.0
Hounslow 018,E02000543,12233.3
Hounslow 019,E02000544,6175.2
Hounslow 020,E02000545,7037.7
Hounslow 021,E02000546,4238.4
Hounslow 022,E02000547,3369.3
Hounslow 023,E02000548,2997.3
Hounslow 024,E02000549,5106.5
Hounslow 025,E02000550,11335.4
Hounslow 026,E02000551,4578.4
Hounslow 027,E02000552,3025.4
Hounslow 028,E02000553,2821.2
Hounslow 029,E02006792,6210.9
Hounslow 030,E02006972,3508.1
Hounslow 031,E02006973,10975.6
Islington 001,E02000554,14685.3
Islington 002,E02000555,16056.0
Islington 003,E02000556,17510.8
Islington 004,E02000557,12394.9
Islington 005,E02000558,19619.4
Islington 006,E02000559,16609.5
Islington 007,E02000560,14619.4
Islington 008,E02000561,12040.7
Islington 009,E02000562,12137.3
Islington 010,E02000563,14966.4
Islington 011,E02000564,15377.0
Islington 012,E02000565,16654.3
Islington 013,E02000566,12215.9
Islington 014,E02000567,15710.4
Islington 015,E02000568,12560.4
Islington 016,E02000569,14190.5
Islington 017,E02000570,13782.4
Islington 018,E02000571,17861.9
Islington 019,E02000572,18765.3
Islington 020,E02000573,14250.4
Islington 021,E02000574,12879.0
Islington 022,E02000575,12169.8
Islington 023,E02000576,14117.7
Kensington and Chelsea 001,E02000577,8849.0
Kensington and Chelsea 002,E02000578,11687.8
Kensington and Chelsea 003,E02000579,14730.5
Kensington and Chelsea 004,E02000580,19931.8
Kensington and Chelsea 005,E02000581,17134.9
Kensington and Chelsea 006,E02000582,13407.8
Kensington and Chelsea 007,E02000583,11167.5
Kensington and Chelsea 008,E02000584,7870.8
Kensington and Chelsea 009,E02000585,8908.5
Kensington and Chelsea 010,E02000586,12324.4
Kensington and Chelsea 011,E02000587,12437.3
Kensington and Chelsea 012,E02000588,7800.5
Kensington and Chelsea 013,E02000589,19552.3
Kensington and Chelsea 014,E02000590,12972.9
Kensington and Chelsea 015,E02000591,17221.3
Kensington and Chelsea 016,E02000592,10156.8
Kensington and Chelsea 017,E02000593,14839.4
Kensington and Chelsea 018,E02000594,8343.4
Kensington and Chelsea 019,E02000595,9699.4
Kensington and Chelsea 020,E02000596,12083.3
Kensington and Chelsea 021,E02000597,16040.5
Kingston upon Thames 001,E02000598,6083.6
Kingston upon Thames 002,E02000599,1686.5
Kingston upon Thames 003,E02000600,7564.2
Kingston upon Thames 004,E02000601,11112.8
Kingston upon Thames 005,E02000602,9571.2
Kingston upon Thames 006,E02000603,6524.1
Kingston upon Thames 007,E02000604,6029.1
Kingston upon Thames 008,E02000605,5902.9
Kingston upon Thames 009,E02000606,7050.1
Kingston upon Thames 010,E02000607,4716.1
Kingston upon Thames 011,E02000608,8765.4
Kingston upon Thames 012,E02000609,5174.0
Kingston upon Thames 013,E02000610,7146.2
Kingston upon Thames 014,E02000611,4135.6
Kingston upon Thames 015,E02000612,4372.8
Kingston upon Thames 016,E02000613,6725.7
Kingston upon Thames 017,E02000614,3147.4
Kingston upon Thames 018,E02000615,4817.5
Kingston upon Thames 019,E02000616,4620.7
Kingston upon Thames 020,E02000617,1252.6
Lambeth 002,E02000619,16582.8
Lambeth 003,E02000620,13499.2
Lambeth 004,E02000621,17174.2
Lambeth 005,E02000622,10789.6
Lambeth 006,E02000623,17136.9
Lambeth 007,E02000624,16729.2
Lambeth 008,E02000625,16779.1
Lambeth 009,E02000626,15045.0
Lambeth 010,E02000627,18154.7
Lambeth 011,E02000628,16445.6
Lambeth 012,E02000629,14212.0
Lambeth 013,E02000630,11108.2
Lambeth 014,E02000631,8947.0
Lambeth 015,E02000632,18151.9
Lambeth 016,E02000633,14500.6
Lambeth 017,E02000634,12994.2
Lambeth 018,E02000635,7896.3
Lambeth 019,E02000636,8353.5
Lambeth 020,E02000637,14384.5
Lambeth 021,E02000638,14968.6
Lambeth 022,E02000639,14241.0
Lambeth 023,E02000640,11359.2
Lambeth 024,E02000641,14129.0
Lambeth 025,E02000642,9047.2
Lambeth 026,E02000643,13395.2
Lambeth 027,E02000644,9421.7
Lambeth 028,E02000645,8413.2
Lambeth 029,E02000646,10021.1
Lambeth 030,E02000647,8881.5
Lambeth 031,E02000648,11111.9
Lambeth 032,E02000649,12043.4
Lambeth 033,E02000650,9926.2
Lambeth 034,E02000651,7803.9
Lambeth 035,E02000652,10998.1
Lambeth 036,E02006801,7465.1
Lewisham 001,E02000653,18645.4
Lewisham 002,E02000654,9287.5
Lewisham 003,E02000655,10508.9
Lewisham 005,E02000657,11336.7
Lewisham 006,E02000658,11135.7
Lewisham 007,E02000659,7859.4
Lewisham 008,E02000660,10100.9
Lewisham 009,E02000661,5046.2
Lewisham 010,E02000662,10772.7
Lewisham 011,E02000663,10361.3
Lewisham 013,E02000665,10189.9
Lewisham 014,E02000666,7550.7
Lewisham 015,E02000667,9193.0
Lewisham 016,E02000668,6798.1
Lewisham 017,E02000669,12413.6
Lewisham 018,E02000670,10790.0
Lewisham 019,E02000671,8790.1
Lewisham 020,E02000672,8860.5
Lewisham 021,E02000673,7676.9
Lewisham 022,E02000674,10341.3
Lewisham 023,E02000675,5949.2
Lewisham 024,E02000676,10480.0
Lewisham 025,E02000677,6865.4
Lewisham 026,E02000678,6736.7
Lewisham 027,E02000679,8664.1
Lewisham 028,E02000680,9170.0
Lewisham 029,E02000681,6258.7
Lewisham 030,E02000682,7504.0
Lewisham 031,E02000683,7056.6
Lewisham 033,E02000685,8407.6
Lewisham 034,E02000686,4353.3
Lewisham 035,E02000687,10636.9
Lewisham 037,E02006783,8284.8
Lewisham 038,E02006784,5521.8
Lewisham 039,E02006798,10835.1
Lewisham 040,E02007008,15861.3
Lewisham 041,E02007009,8701.7
Merton 001,E02000689,4645.7
Merton 002,E02000690,1022.6
Merton 003,E02000691,7923.1
Merton 004,E02000692,6690.3
Merton 005,E02000693,9406.2
Merton 006,E02000694,11754.9
Merton 007,E02000695,10712.9
Merton 008,E02000696,11646.4
Merton 009,E02000697,7535.8
Merton 010,E02000698,4692.8
Merton 011,E02000699,8825.6
Merton 012,E02000700,9394.7
Merton 013,E02000701,9418.7
Merton 014,E02000702,5982.4
Merton 015,E02000703,5399.0
Merton 016,E02000704,5146.0
Merton 017,E02000705,7512.1
Merton 018,E02000706,11093.3
Merton 019,E02000707,7162.2
Merton 020,E02000708,5398.5
Merton 021,E02000709,4645.4
Merton 022,E02000710,2847.6
Merton 023,E02000711,7096.5
Merton 024,E02000712,5929.0
Merton 025,E02000713,5088.0
Newham 001,E02000714,14037.9
Newham 002,E02000715,16767.0
Newham 003,E02000716,4691.1
Newham 004,E02000717,16818.3
Newham 005,E02000718,11847.7
Newham 006,E02000719,11631.9
Newham 007,E02000720,14275.6
Newham 008,E02000721,16184.5
Newham 009,E02000722,18000.9
Newham 010,E02000723,15765.4
Newham 011,E02000724,20175.1
Newham 012,E02000725,12598.7
Newham 014,E02000727,21589.0
Newham 015,E02000728,13006.4
Newham 016,E02000729,10404.7
Newham 017,E02000730,19725.9
Newham 018,E02000731,17149.3
Newham 019,E02000732,20154.0
Newham 020,E02000733,13641.4
Newham 021,E02000734,19180.5
Newham 022,E02000735,15708.8
Newham 023,E02000736,7344.4
Newham 024,E02000737,12342.7
Newham 025,E02000738,20855.8
Newham 026,E02000739,17035.7
Newham 027,E02000740,5348.6
Newham 028,E02000741,10913.3
Newham 029,E02000742,11003.8
Newham 030,E02000743,16407.6
Newham 031,E02000744,15329.2
Newham 032,E02000745,11870.8
Newham 033,E02000746,2237.0
Newham 034,E02000747,6901.7
Newham 035,E02000748,4711.9
Newham 036,E02000749,6731.0
Newham 038,E02006995,11926.0
Newham 039,E02006996,8765.2
Newham 040,E02006997,4028.3
Newham 041,E02006998,3378.8
Newham 042,E02006999,9214.1
Redbridge 001,E02000751,3629.4
Redbridge 002,E02000752,1798.0
Redbridge 003,E02000753,9134.1
Redbridge 004,E02000754,5489.5
Redbridge 005,E02000755,4073.2
Redbridge 006,E02000756,4061.0
Redbridge 007,E02000757,8308.0
Redbridge 008,E02000758,6005.2
Redbridge 009,E02000759,5582.9
Redbridge 010,E02000760,7250.5
Redbridge 012,E02000762,8261.8
Redbridge 013,E02000763,1036.1
Redbridge 014,E02000764,6195.0
Redbridge 015,E02000765,10376.4
Redbridge 017,E02000767,9835.8
Redbridge 018,E02000768,3407.1
Redbridge 020,E02000770,6975.4
Redbridge 022,E02000772,5974.2
Redbridge 023,E02000773,11274.2
Redbridge 024,E02000774,11940.8
Redbridge 026,E02000776,11725.8
Redbridge 027,E02000777,1715.6
Redbridge 029,E02000779,9418.2
Redbridge 031,E02000781,8648.0
Redbridge 032,E02000782,16771.8
Redbridge 033,E02000783,13056.1
Redbridge 034,E02006800,8921.4
